Data;pcr-positivo;pcr-negativo;pcr-positivo-0a4;pcr-positivo-5a9;pcr-positivo-10a14;pcr-positivo-15a19;pcr-positivo-20a29;pcr-positivo-30a39;pcr-positivo-40a49;pcr-positivo-50a59;pcr-positivo-60a69;pcr-positivo-70a79;pcr-positivo-80a999;obitos
2020-07-25;11;7;0.0;0.0;0.0;0.0;3.0;3.0;2.0;2.0;0.0;0.0;1.0;0.0
2020-07-26;5;7;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0
2020-07-27;27;68;1.0;0.0;0.0;0.0;6.0;11.0;5.0;2.0;0.0;1.0;1.0;0.0
2020-07-28;80;72;0.0;0.0;0.0;2.0;23.0;22.0;19.0;7.0;6.0;1.0;0.0;0.0
2020-07-29;24;72;0.0;0.0;1.0;1.0;3.0;4.0;5.0;3.0;3.0;3.0;1.0;0.0
2020-07-30;68;102;1.0;0.0;0.0;1.0;15.0;26.0;12.0;8.0;4.0;1.0;0.0;0.0
2020-07-31;45;84;0.0;0.0;0.0;0.0;12.0;18.0;11.0;4.0;0.0;0.0;0.0;0.0
2020-08-01;9;15;0.0;0.0;0.0;0.0;3.0;1.0;0.0;3.0;0.0;1.0;1.0;0.0
2020-08-02;6;144;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0
2020-08-03;25;48;0.0;0.0;0.0;0.0;3.0;5.0;8.0;5.0;2.0;2.0;0.0;0.0
2020-08-04;32;52;1.0;0.0;0.0;2.0;7.0;9.0;6.0;5.0;1.0;0.0;1.0;0.0
2020-08-05;28;62;0.0;0.0;0.0;1.0;6.0;7.0;6.0;4.0;4.0;0.0;0.0;0.0
2020-08-06;88;99;1.0;0.0;0.0;2.0;26.0;23.0;20.0;9.0;4.0;3.0;0.0;0.0
2020-08-07;11;53;0.0;0.0;0.0;1.0;3.0;2.0;4.0;0.0;1.0;0.0;0.0;0.0
2020-08-08;7;12;0.0;0.0;0.0;0.0;2.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0
2020-08-09;23;11;0.0;0.0;0.0;1.0;5.0;9.0;8.0;0.0;0.0;0.0;0.0;0.0
2020-08-10;63;164;0.0;0.0;1.0;2.0;15.0;19.0;14.0;2.0;7.0;2.0;1.0;0.0
2020-08-11;34;51;0.0;1.0;0.0;0.0;6.0;11.0;9.0;3.0;2.0;2.0;0.0;0.0
2020-08-12;24;39;0.0;0.0;0.0;0.0;10.0;4.0;3.0;3.0;2.0;1.0;1.0;0.0
2020-08-13;39;86;0.0;0.0;1.0;0.0;13.0;13.0;5.0;3.0;2.0;2.0;0.0;0.0
2020-08-14;36;115;1.0;0.0;1.0;1.0;11.0;10.0;6.0;3.0;0.0;2.0;1.0;1.0
